时间,纬度,经度,速度,加速度,是否是停留点,是否在加速区间,是否在减速区间
2008/4/28 11:36:13,40.011995,116.325977,18.32144129,-0.163966254,FALSE,FALSE,FALSE
2008/4/28 11:36:15,40.012123,116.325829,19.01298653,0.691545242,FALSE,FALSE,FALSE
2008/4/28 11:36:17,40.012249,116.325686,18.56493141,-0.448055119,FALSE,FALSE,FALSE
2008/4/28 11:36:19,40.012382,116.325536,19.54362392,0.978692505,FALSE,FALSE,FALSE
2008/4/28 11:36:21,40.01251,116.325386,19.12629589,-0.417328023,FALSE,FALSE,FALSE
2008/4/28 11:36:23,40.012639,116.325233,19.38005144,0.253755542,FALSE,TRUE,FALSE
2008/4/28 11:36:25,40.012771,116.325081,19.57181044,0.191759005,FALSE,TRUE,FALSE
2008/4/28 11:36:27,40.012906,116.324929,19.82322233,0.251411889,FALSE,TRUE,FALSE
2008/4/28 11:36:29,40.013032,116.324781,18.84695134,-0.976270988,FALSE,FALSE,FALSE
2008/4/28 11:36:31,40.013158,116.324628,19.13436538,0.287414041,FALSE,FALSE,FALSE
2008/4/28 11:36:33,40.013282,116.324477,18.85550613,-0.278859251,FALSE,FALSE,TRUE
2008/4/28 11:36:35,40.013405,116.324325,18.83276488,-0.022741255,FALSE,FALSE,TRUE
2008/4/28 11:36:37,40.013525,116.32417,18.77067946,-0.06208542,FALSE,FALSE,TRUE
2008/4/28 11:36:39,40.013644,116.324014,18.75202009,-0.018659366,FALSE,FALSE,TRUE
2008/4/28 11:36:41,40.013766,116.323863,18.69341513,-0.05860496,FALSE,FALSE,TRUE
2008/4/28 11:36:43,40.013884,116.323706,18.73437208,0.040956946,FALSE,TRUE,FALSE
2008/4/28 11:36:45,40.014003,116.323547,18.93386013,0.199488052,FALSE,TRUE,FALSE
2008/4/28 11:36:47,40.014128,116.323396,18.93687163,0.003011499,FALSE,TRUE,FALSE
2008/4/28 11:36:49,40.014251,116.323248,18.60012398,-0.336747645,FALSE,FALSE,FALSE
2008/4/28 11:36:51,40.014378,116.323096,19.15813407,0.558010086,FALSE,TRUE,FALSE
2008/4/28 11:36:53,40.01451,116.322947,19.40353866,0.245404588,FALSE,TRUE,FALSE
2008/4/28 11:36:55,40.014643,116.322812,18.73322786,-0.670310791,FALSE,FALSE,TRUE
2008/4/28 11:36:57,40.014768,116.322667,18.59354421,-0.139683654,FALSE,FALSE,TRUE
2008/4/28 11:36:59,40.014891,116.32252,18.54243441,-0.051109804,FALSE,FALSE,TRUE
2008/4/28 11:37:01,40.015021,116.322368,19.40528306,0.862848654,FALSE,TRUE,FALSE
2008/4/28 11:37:02,40.015151,116.322215,19.46218509,0.056902026,FALSE,TRUE,FALSE
2008/4/28 11:37:04,40.015278,116.322069,18.81650112,-0.645683969,FALSE,FALSE,FALSE
2008/4/28 11:37:06,40.015408,116.321927,18.84776855,0.031267432,FALSE,FALSE,FALSE
2008/4/28 11:37:08,40.015537,116.321792,18.38398646,-0.463782088,FALSE,FALSE,TRUE
2008/4/28 11:37:10,40.015662,116.321652,18.31338314,-0.070603322,FALSE,FALSE,TRUE
2008/4/28 11:37:12,40.015782,116.321518,17.55867401,-0.754709134,FALSE,FALSE,TRUE
2008/4/28 11:37:14,40.015893,116.321396,16.13431662,-1.424357388,FALSE,FALSE,TRUE
2008/4/28 11:37:16,40.016014,116.321275,16.94821596,0.813899341,FALSE,FALSE,FALSE
2008/4/28 11:37:18,40.016131,116.321151,16.75710136,-0.191114598,FALSE,FALSE,FALSE
2008/4/28 11:37:20,40.016249,116.321025,16.95088784,0.193786474,FALSE,TRUE,FALSE
2008/4/28 11:37:22,40.016378,116.320894,18.1727928,1.221904963,FALSE,TRUE,FALSE
2008/4/28 11:37:24,40.016507,116.320757,18.49088624,0.318093437,FALSE,TRUE,FALSE
2008/4/28 11:37:26,40.016636,116.320619,18.5447283,0.053842059,FALSE,TRUE,FALSE
2008/4/28 11:37:28,40.016767,116.32048,18.77087487,0.22614657,FALSE,TRUE,FALSE
2008/4/28 11:37:30,40.0169,116.320342,18.89087832,0.120003458,FALSE,TRUE,FALSE
2008/4/28 11:37:32,40.017036,116.320218,18.44559829,-0.445280032,FALSE,FALSE,TRUE
2008/4/28 11:37:34,40.017165,116.320093,17.86356675,-0.582031537,FALSE,FALSE,TRUE
2008/4/28 11:37:36,40.017307,116.31998,18.49208227,0.628515511,FALSE,FALSE,FALSE
2008/4/28 11:37:38,40.017455,116.319882,18.4531275,-0.038954766,FALSE,FALSE,TRUE
2008/4/28 11:37:40,40.017598,116.319778,18.20208158,-0.251045916,FALSE,FALSE,TRUE
2008/4/28 11:37:42,40.017742,116.319675,18.25823393,0.05615235,FALSE,TRUE,FALSE
2008/4/28 11:37:44,40.017897,116.319577,19.15058639,0.892352456,FALSE,TRUE,FALSE
2008/4/28 11:37:46,40.018047,116.319484,18.46511223,-0.685474163,FALSE,FALSE,FALSE
2008/4/28 11:37:48,40.018214,116.319389,20.25651979,1.791407564,FALSE,FALSE,FALSE
2008/4/28 11:37:50,40.018376,116.319307,19.32087097,-0.93564882,FALSE,FALSE,TRUE
2008/4/28 11:37:52,40.018524,116.319234,17.59291495,-1.727956025,FALSE,FALSE,TRUE
2008/4/28 11:37:54,40.018678,116.319158,18.30735648,0.714441534,FALSE,TRUE,FALSE
2008/4/28 11:37:56,40.018834,116.319076,18.70030427,0.392947786,FALSE,TRUE,FALSE
2008/4/28 11:37:58,40.018997,116.318995,19.39412023,0.693815962,FALSE,TRUE,FALSE
2008/4/28 11:38:00,40.019156,116.318912,19.04162027,-0.352499959,FALSE,FALSE,TRUE
2008/4/28 11:38:02,40.019314,116.318832,18.84453863,-0.19708164,FALSE,FALSE,TRUE
2008/4/28 11:38:04,40.019453,116.318777,16.15112986,-2.693408773,FALSE,FALSE,TRUE
2008/4/28 11:38:06,40.019575,116.318717,14.49695959,-1.654170264,FALSE,FALSE,TRUE
2008/4/28 11:38:08,40.019696,116.318669,14.06263628,-0.434323311,FALSE,FALSE,TRUE
2008/4/28 11:38:10,40.019804,116.318627,12.53109355,-1.531542727,FALSE,FALSE,TRUE
2008/4/28 11:38:12,40.019919,116.318576,13.50561185,0.974518294,FALSE,TRUE,FALSE
2008/4/28 11:38:14,40.020042,116.318526,14.32527675,0.819664903,FALSE,TRUE,FALSE
2008/4/28 11:38:16,40.020151,116.318481,12.71237242,-1.612904334,FALSE,FALSE,FALSE
2008/4/28 11:38:18,40.020277,116.318436,14.52604143,1.813669015,FALSE,FALSE,FALSE
2008/4/28 11:38:20,40.020395,116.318396,13.55675139,-0.969290043,FALSE,FALSE,TRUE
2008/4/28 11:38:22,40.020508,116.318355,13.04186941,-0.51488198,FALSE,FALSE,TRUE
2008/4/28 11:38:24,40.020633,116.318312,14.3744744,1.332604988,FALSE,FALSE,FALSE
2008/4/28 11:38:26,40.020757,116.318267,14.31163004,-0.062844362,FALSE,FALSE,TRUE
2008/4/28 11:38:28,40.020878,116.318225,13.92267939,-0.388950647,FALSE,FALSE,TRUE
2008/4/28 11:38:30,40.021002,116.318182,14.26696449,0.344285097,FALSE,FALSE,FALSE
2008/4/28 11:38:32,40.021126,116.318142,14.20353673,-0.063427758,FALSE,FALSE,TRUE
2008/4/28 11:38:34,40.021242,116.318105,13.27865884,-0.924877893,FALSE,FALSE,TRUE
2008/4/28 11:38:36,40.02137,116.318067,14.59704827,1.318389432,FALSE,FALSE,FALSE
2008/4/28 11:38:38,40.021497,116.318033,14.41637646,-0.180671807,FALSE,FALSE,TRUE
2008/4/28 11:38:40,40.021617,116.317993,13.77211789,-0.644258567,FALSE,FALSE,TRUE
2008/4/28 11:38:42,40.021747,116.317949,14.93393585,1.161817955,FALSE,TRUE,FALSE
2008/4/28 11:38:44,40.021883,116.317903,15.62253529,0.688599436,FALSE,TRUE,FALSE
2008/4/28 11:38:46,40.022024,116.317861,16.08221253,0.459677246,FALSE,TRUE,FALSE
2008/4/28 11:38:48,40.022172,116.317814,16.93755228,0.855339752,FALSE,TRUE,FALSE
2008/4/28 11:38:50,40.022321,116.317766,17.06581923,0.12826695,FALSE,TRUE,FALSE
2008/4/28 11:38:52,40.022473,116.317714,17.47309896,0.407279723,FALSE,TRUE,FALSE
2008/4/28 11:38:54,40.022625,116.317661,17.49487172,0.02177276,FALSE,TRUE,FALSE
2008/4/28 11:38:56,40.022779,116.317603,17.82310455,0.328232837,FALSE,TRUE,FALSE
2008/4/28 11:38:58,40.022935,116.317549,17.94661519,0.123510631,FALSE,TRUE,FALSE
2008/4/28 11:39:00,40.023094,116.3175,18.16678288,0.22016769,FALSE,TRUE,FALSE
2008/4/28 11:39:02,40.023254,116.31745,18.2946586,0.127875727,FALSE,TRUE,FALSE
2008/4/28 11:39:04,40.023412,116.317396,18.16167523,-0.132983376,FALSE,FALSE,TRUE
2008/4/28 11:39:06,40.023566,116.317341,17.75399133,-0.407683897,FALSE,FALSE,TRUE
2008/4/28 11:39:08,40.023719,116.317287,17.62434053,-0.129650801,FALSE,FALSE,TRUE
2008/4/28 11:39:10,40.023869,116.317234,17.28007024,-0.344270285,FALSE,FALSE,TRUE
2008/4/28 11:39:12,40.024028,116.317177,18.33523326,1.055163019,FALSE,FALSE,FALSE
2008/4/28 11:39:14,40.024185,116.317121,18.09823326,-0.236999998,FALSE,FALSE,FALSE
2008/4/28 11:39:16,40.024344,116.31706,18.42832677,0.330093508,FALSE,TRUE,FALSE
2008/4/28 11:39:18,40.024504,116.317,18.51135831,0.083031537,FALSE,TRUE,FALSE
2008/4/28 11:39:20,40.024658,116.316939,17.89554254,-0.61581577,FALSE,FALSE,TRUE
2008/4/28 11:39:22,40.024813,116.316883,17.88377326,-0.011769283,FALSE,FALSE,TRUE
2008/4/28 11:39:24,40.024965,116.316826,17.58578126,-0.297991994,FALSE,FALSE,TRUE
2008/4/28 11:39:26,40.025122,116.316765,18.21503232,0.629251062,FALSE,FALSE,FALSE
2008/4/28 11:39:28,40.02527,116.316699,17.39102015,-0.824012175,FALSE,FALSE,FALSE
2008/4/28 11:39:30,40.02542,116.316641,17.39610038,0.005080229,FALSE,TRUE,FALSE
2008/4/28 11:39:32,40.025575,116.316575,18.1294027,0.733302326,FALSE,TRUE,FALSE
2008/4/28 11:39:34,40.025734,116.316512,18.47702371,0.347621009,FALSE,TRUE,FALSE
2008/4/28 11:39:36,40.025892,116.316449,18.37063693,-0.10638678,FALSE,FALSE,TRUE
2008/4/28 11:39:38,40.026047,116.316382,18.15596858,-0.214668355,FALSE,FALSE,TRUE
2008/4/28 11:39:40,40.026211,116.316322,18.93925041,0.783281831,FALSE,FALSE,FALSE
2008/4/28 11:39:42,40.026372,116.316258,18.71456326,-0.224687146,FALSE,FALSE,TRUE
2008/4/28 11:39:44,40.026527,116.316201,17.90663454,-0.807928726,FALSE,FALSE,TRUE
2008/4/28 11:39:46,40.026681,116.316145,17.77658732,-0.130047219,FALSE,FALSE,TRUE
2008/4/28 11:39:48,40.026832,116.316085,17.55154194,-0.225045381,FALSE,FALSE,TRUE
2008/4/28 11:39:50,40.026985,116.316021,17.86536759,0.31382565,FALSE,FALSE,FALSE
2008/4/28 11:39:52,40.027138,116.315961,17.76442568,-0.100941908,FALSE,FALSE,FALSE
2008/4/28 11:39:54,40.027292,116.315898,17.94565558,0.181229901,FALSE,TRUE,FALSE
2008/4/28 11:39:56,40.027451,116.31583,18.60505845,0.659402866,FALSE,TRUE,FALSE
2008/4/28 11:39:58,40.027605,116.315766,17.97128631,-0.63377214,FALSE,FALSE,TRUE
2008/4/28 11:40:00,40.027757,116.3157,17.81247554,-0.158810767,FALSE,FALSE,TRUE
2008/4/28 11:40:02,40.027916,116.31564,18.4044308,0.591955258,FALSE,FALSE,FALSE
2008/4/28 11:40:04,40.028071,116.315578,18.02666395,-0.377766843,FALSE,FALSE,FALSE
2008/4/28 11:40:06,40.028226,116.315508,18.23779338,0.211129422,FALSE,TRUE,FALSE
2008/4/28 11:40:08,40.028383,116.315443,18.31499666,0.077203282,FALSE,TRUE,FALSE
2008/4/28 11:40:10,40.028537,116.315378,17.99726749,-0.317729164,FALSE,FALSE,TRUE
2008/4/28 11:40:12,40.028689,116.315323,17.53947038,-0.457797119,FALSE,FALSE,TRUE
2008/4/28 11:40:14,40.028841,116.315266,17.58570515,0.046234773,FALSE,TRUE,FALSE
2008/4/28 11:40:16,40.028997,116.315212,17.94651049,0.360805345,FALSE,TRUE,FALSE
2008/4/28 11:40:18,40.029145,116.31516,17.04307328,-0.903437216,FALSE,FALSE,FALSE
2008/4/28 11:40:20,40.029294,116.31511,17.10730375,0.064230467,FALSE,FALSE,FALSE
2008/4/28 11:40:22,40.02944,116.315058,16.82840054,-0.278903209,FALSE,FALSE,TRUE
2008/4/28 11:40:24,40.029577,116.315005,15.88900495,-0.939395583,FALSE,FALSE,TRUE
2008/4/28 11:40:26,40.02971,116.31495,15.51358606,-0.375418894,FALSE,FALSE,TRUE
2008/4/28 11:40:28,40.029838,116.3149,14.85689989,-0.656686166,FALSE,FALSE,TRUE
2008/4/28 11:40:30,40.029958,116.314845,14.14213392,-0.714765977,FALSE,FALSE,TRUE
2008/4/28 11:40:32,40.03007,116.314797,13.10806989,-1.034064023,FALSE,FALSE,TRUE
2008/4/28 11:40:34,40.030182,116.314752,13.0306809,-0.077388988,FALSE,FALSE,TRUE
2008/4/28 11:40:36,40.03029,116.314708,12.5805961,-0.450084801,FALSE,FALSE,TRUE
2008/4/28 11:40:38,40.030395,116.314666,12.211575,-0.369021104,FALSE,FALSE,TRUE
2008/4/28 11:40:40,40.030498,116.314629,11.87916444,-0.332410561,FALSE,FALSE,TRUE
2008/4/28 11:40:42,40.030598,116.314587,11.68107462,-0.19808982,FALSE,FALSE,TRUE
2008/4/28 11:40:44,40.030695,116.314541,11.47568202,-0.205392602,FALSE,FALSE,TRUE
2008/4/28 11:40:46,40.030787,116.314492,11.04860986,-0.427072153,FALSE,FALSE,TRUE
2008/4/28 11:40:48,40.030875,116.314442,10.67174228,-0.376867585,FALSE,FALSE,TRUE
2008/4/28 11:40:50,40.031033,116.314353,9.56723483,-0.552253724,FALSE,FALSE,TRUE
2008/4/28 11:40:52,40.031169,116.314267,8.401476367,-0.582879231,FALSE,FALSE,TRUE
2008/4/28 11:40:54,40.03128,116.31418,7.197816041,-0.601830163,FALSE,FALSE,TRUE
2008/4/28 11:40:56,40.031374,116.314099,6.261613327,-0.468101357,FALSE,FALSE,TRUE
2008/4/28 11:40:58,40.031443,116.314016,5.215799865,-0.522906731,FALSE,FALSE,TRUE
2008/4/28 11:41:00,40.031505,116.313959,4.215718766,-0.500040549,FALSE,FALSE,TRUE
2008/4/28 11:41:02,40.031571,116.31393,3.871780052,-0.171969357,FALSE,FALSE,TRUE
2008/4/28 11:41:04,40.031626,116.313927,3.060714983,-0.405532534,FALSE,FALSE,TRUE
2008/4/28 11:41:06,40.031674,116.313944,2.765234735,-0.147740124,FALSE,FALSE,TRUE
2008/4/28 11:41:08,40.031704,116.31396,1.801749901,-0.481742417,FALSE,FALSE,TRUE
2008/4/28 11:41:10,40.031723,116.31397,1.138974324,-0.331387788,FALSE,FALSE,TRUE
2008/4/28 11:41:12,40.03174,116.313969,0.946173431,-0.096400447,FALSE,FALSE,TRUE
2008/4/28 11:41:14,40.031755,116.313968,0.835099259,-0.055537086,FALSE,FALSE,TRUE
2008/4/28 11:41:16,40.03177,116.313964,0.851221237,0.008060989,FALSE,FALSE,FALSE
2008/4/28 11:41:18,40.031775,116.313953,0.544603941,-0.153308648,FALSE,FALSE,FALSE
2008/4/28 11:41:20,40.03178,116.313939,0.657668209,0.056532134,FALSE,FALSE,FALSE
2008/4/28 11:41:22,40.031785,116.313931,0.439640218,-0.109013995,TRUE,FALSE,TRUE
2008/4/28 11:41:24,40.031788,116.313926,0.270433859,-0.08460318,TRUE,FALSE,TRUE
2008/4/28 11:41:26,40.03179,116.313922,0.203384099,-0.03352488,TRUE,FALSE,TRUE
2008/4/28 11:41:28,40.031788,116.313926,0.203384099,0,TRUE,FALSE,FALSE
2008/4/28 11:41:30,40.031788,116.313929,0.12771876,-0.037832669,TRUE,FALSE,TRUE
2008/4/28 11:41:32,40.031791,116.31393,0.172149894,0.022215567,TRUE,FALSE,FALSE
2008/4/28 11:41:34,40.031792,116.31393,0.055600892,-0.058274501,TRUE,FALSE,TRUE
2008/4/28 11:41:36,40.031792,116.31393,0,-0.027800446,TRUE,FALSE,TRUE
2008/4/28 11:41:38,40.03179,116.313925,0.240160716,0.120080358,TRUE,FALSE,FALSE
2008/4/28 11:41:40,40.03179,116.31392,0.212864592,-0.013648062,TRUE,FALSE,TRUE
2008/4/28 11:41:42,40.031788,116.313917,0.169345557,-0.021759518,TRUE,FALSE,TRUE
2008/4/28 11:41:44,40.031787,116.313912,0.220006357,0.0253304,TRUE,TRUE,FALSE
2008/4/28 11:41:46,40.031787,116.313903,0.383156283,0.081574963,TRUE,TRUE,FALSE
2008/4/28 11:41:48,40.031792,116.313887,0.735713635,0.176278676,FALSE,TRUE,FALSE
2008/4/28 11:41:50,40.031828,116.313884,2.005702663,0.634994514,FALSE,TRUE,FALSE
2008/4/28 11:41:52,40.031957,116.31386,7.24492528,2.619611309,FALSE,TRUE,FALSE
2008/4/28 11:41:54,40.032048,116.313842,10.23476522,2.989839935,FALSE,TRUE,FALSE
2008/4/28 11:41:56,40.032213,116.313843,18.3484919,8.113726685,FALSE,TRUE,FALSE
2008/4/28 11:41:58,40.032355,116.313792,16.37685024,-1.971641657,FALSE,FALSE,TRUE
2008/4/28 11:42:00,40.03249,116.313745,15.5364705,-0.840379741,FALSE,FALSE,TRUE
2008/4/28 11:42:02,40.032689,116.313696,22.51901186,6.982541353,FALSE,TRUE,FALSE
2008/4/28 11:42:04,40.032921,116.313688,25.80780446,3.288792604,FALSE,TRUE,FALSE
2008/4/28 11:42:06,40.033083,116.313639,18.49149002,-7.316314442,FALSE,FALSE,FALSE
2008/4/28 11:42:08,40.033266,116.313609,20.50960931,2.018119289,FALSE,TRUE,FALSE
2008/4/28 11:42:10,40.033493,116.313565,25.51929047,5.009681166,FALSE,TRUE,FALSE
2008/4/28 11:42:12,40.033665,116.313485,20.30338116,-5.215909308,FALSE,FALSE,FALSE
2008/4/28 11:42:14,40.033842,116.313423,20.37832127,0.074940109,FALSE,FALSE,FALSE
2008/4/28 11:42:16,40.034009,116.313347,19.66578556,-0.712535715,FALSE,FALSE,TRUE
2008/4/28 11:42:18,40.034164,116.313266,18.56480679,-1.100978768,FALSE,FALSE,TRUE
2008/4/28 11:42:20,40.034321,116.313181,18.89924987,0.334443081,FALSE,TRUE,FALSE
2008/4/28 11:42:22,40.034488,116.3131,19.80992683,0.910676954,FALSE,TRUE,FALSE
2008/4/28 11:42:24,40.034649,116.31301,19.47443348,-0.335493348,FALSE,FALSE,TRUE
2008/4/28 11:42:26,40.034805,116.312907,19.43814937,-0.036284111,FALSE,FALSE,TRUE
2008/4/28 11:42:28,40.034959,116.312794,19.64262355,0.204474179,FALSE,FALSE,FALSE
2008/4/28 11:42:30,40.03511,116.312695,18.78835027,-0.854273278,FALSE,FALSE,FALSE
2008/4/28 11:42:32,40.035268,116.31257,20.5418547,1.75350443,FALSE,FALSE,FALSE
2008/4/28 11:42:34,40.035422,116.312455,19.72655503,-0.815299669,FALSE,FALSE,FALSE
2008/4/28 11:42:36,40.035573,116.312324,20.15822333,0.431668299,FALSE,TRUE,FALSE
2008/4/28 11:42:38,40.035732,116.312194,20.8597385,0.701515175,FALSE,TRUE,FALSE
2008/4/28 11:42:40,40.035885,116.312074,19.84582791,-1.013910594,FALSE,FALSE,TRUE
2008/4/28 11:42:42,40.036036,116.311955,19.61136145,-0.234466462,FALSE,FALSE,TRUE
2008/4/28 11:42:44,40.03618,116.311845,18.55073117,-1.060630271,FALSE,FALSE,TRUE
2008/4/28 11:42:46,40.036318,116.311739,17.80290001,-0.747831166,FALSE,FALSE,TRUE
2008/4/28 11:42:48,40.036458,116.311631,18.08095196,0.278051951,FALSE,TRUE,FALSE
2008/4/28 11:42:50,40.036601,116.311522,18.41173699,0.330785034,FALSE,TRUE,FALSE
2008/4/28 11:42:52,40.03674,116.311416,17.89881501,-0.512921986,FALSE,FALSE,TRUE
2008/4/28 11:42:54,40.036874,116.311309,17.46516157,-0.43365344,FALSE,FALSE,TRUE
2008/4/28 11:42:56,40.037007,116.311188,18.02408874,0.558927175,FALSE,FALSE,FALSE
2008/4/28 11:42:58,40.03713,116.311066,17.17475666,-0.849332077,FALSE,FALSE,FALSE
2008/4/28 11:43:00,40.037254,116.310922,18.45116326,1.276406595,FALSE,FALSE,FALSE
2008/4/28 11:43:02,40.037374,116.31078,18.00637691,-0.444786345,FALSE,FALSE,TRUE
2008/4/28 11:43:04,40.037488,116.310644,17.16906476,-0.837312159,FALSE,FALSE,TRUE
2008/4/28 11:43:06,40.037604,116.31049,18.39299476,1.223930007,FALSE,FALSE,FALSE
2008/4/28 11:43:08,40.037715,116.310344,17.51770252,-0.875292242,FALSE,FALSE,TRUE
2008/4/28 11:43:10,40.037822,116.310203,16.90221108,-0.61549144,FALSE,FALSE,TRUE
2008/4/28 11:43:12,40.037937,116.310041,18.80872996,1.906518876,FALSE,FALSE,FALSE
2008/4/28 11:43:14,40.03804,116.309903,16.40821489,-2.400515071,FALSE,FALSE,FALSE
2008/4/28 11:43:16,40.038161,116.30977,17.58597272,1.177757837,FALSE,TRUE,FALSE
2008/4/28 11:43:18,40.0383,116.309599,21.23374891,3.647776183,FALSE,TRUE,FALSE
2008/4/28 11:43:20,40.038428,116.309444,19.40992176,-1.823827148,FALSE,FALSE,TRUE
2008/4/28 11:43:22,40.038553,116.309297,18.70418772,-0.705734035,FALSE,FALSE,TRUE
2008/4/28 11:43:24,40.038676,116.309146,18.77105916,0.066871441,FALSE,FALSE,FALSE
2008/4/28 11:43:26,40.038802,116.309001,18.67394692,-0.097112247,FALSE,FALSE,FALSE
2008/4/28 11:43:28,40.038937,116.308842,20.21415003,1.540203118,FALSE,FALSE,FALSE
2008/4/28 11:43:30,40.039073,116.308696,19.57607842,-0.638071619,FALSE,FALSE,TRUE
2008/4/28 11:43:32,40.039211,116.308554,19.53583167,-0.040246742,FALSE,FALSE,TRUE
2008/4/28 11:43:34,40.039351,116.308416,19.50398731,-0.031844363,FALSE,FALSE,TRUE
2008/4/28 11:43:36,40.039493,116.308285,19.33212193,-0.171865381,FALSE,FALSE,TRUE
2008/4/28 11:43:38,40.039639,116.308171,18.9152655,-0.416856433,FALSE,FALSE,TRUE
2008/4/28 11:43:40,40.039782,116.308071,18.03746913,-0.877796368,FALSE,FALSE,TRUE
2008/4/28 11:43:41,40.039928,116.307968,18.45224263,0.414773501,FALSE,FALSE,FALSE
2008/4/28 11:43:43,40.040073,116.307869,18.19423074,-0.258011885,FALSE,FALSE,FALSE
2008/4/28 11:43:45,40.040217,116.307765,18.29788956,0.103658816,FALSE,FALSE,FALSE
2008/4/28 11:43:47,40.040363,116.307676,17.91651851,-0.381371052,FALSE,FALSE,FALSE
2008/4/28 11:43:49,40.04051,116.307589,17.94640052,0.02988201,FALSE,TRUE,FALSE
2008/4/28 11:43:51,40.040663,116.307503,18.52235574,0.575955221,FALSE,TRUE,FALSE
2008/4/28 11:43:53,40.040817,116.307418,18.59124363,0.068887896,FALSE,TRUE,FALSE
2008/4/28 11:43:55,40.04097,116.307335,18.42287994,-0.168363698,FALSE,FALSE,TRUE
2008/4/28 11:43:57,40.041122,116.307249,18.4202432,-0.002636741,FALSE,FALSE,TRUE
2008/4/28 11:43:59,40.041272,116.307162,18.25075419,-0.16948901,FALSE,FALSE,TRUE
2008/4/28 11:44:01,40.041423,116.307072,18.45698987,0.206235685,FALSE,FALSE,FALSE
2008/4/28 11:44:03,40.041572,116.306985,18.14916416,-0.307825714,FALSE,FALSE,TRUE
2008/4/28 11:44:05,40.041719,116.306897,17.98164889,-0.167515268,FALSE,FALSE,TRUE
2008/4/28 11:44:07,40.041873,116.306814,18.52559028,0.543941392,FALSE,TRUE,FALSE
2008/4/28 11:44:09,40.042033,116.306747,18.68422154,0.158631261,FALSE,TRUE,FALSE
2008/4/28 11:44:11,40.042192,116.306665,19.00930585,0.325084312,FALSE,TRUE,FALSE
2008/4/28 11:44:13,40.042355,116.306574,19.71205636,0.702750511,FALSE,TRUE,FALSE
2008/4/28 11:44:15,40.042528,116.306473,21.07200456,1.359948193,FALSE,TRUE,FALSE
2008/4/28 11:44:17,40.042694,116.306369,20.47296018,-0.59904438,FALSE,FALSE,TRUE
2008/4/28 11:44:19,40.042844,116.30627,18.68860275,-1.784357423,FALSE,FALSE,TRUE
2008/4/28 11:44:21,40.04299,116.306169,18.37175531,-0.316847449,FALSE,FALSE,TRUE
2008/4/28 11:44:23,40.043134,116.306064,18.33905027,-0.032705033,FALSE,FALSE,TRUE
2008/4/28 11:44:25,40.043279,116.305955,18.60370705,0.264656775,FALSE,TRUE,FALSE
2008/4/28 11:44:27,40.043426,116.305845,18.83895874,0.235251697,FALSE,TRUE,FALSE
2008/4/28 11:44:29,40.043574,116.305735,18.93551977,0.096561027,FALSE,TRUE,FALSE
2008/4/28 11:44:31,40.043712,116.305627,17.88931044,-1.046209333,FALSE,FALSE,FALSE
2008/4/28 11:44:33,40.043856,116.305514,18.6804256,0.791115159,FALSE,FALSE,FALSE
2008/4/28 11:44:35,40.043997,116.305399,18.48485493,-0.195570671,FALSE,FALSE,TRUE
2008/4/28 11:44:37,40.044134,116.305282,18.20168572,-0.283169211,FALSE,FALSE,TRUE
2008/4/28 11:44:39,40.044273,116.305164,18.43447827,0.232792556,FALSE,FALSE,FALSE
2008/4/28 11:44:41,40.044411,116.305045,18.38808896,-0.046389308,FALSE,FALSE,TRUE
2008/4/28 11:44:43,40.044549,116.304929,18.24862142,-0.139467542,FALSE,FALSE,TRUE
2008/4/28 11:44:45,40.044691,116.304813,18.62421865,0.37559723,FALSE,FALSE,FALSE
2008/4/28 11:44:47,40.044833,116.304701,18.44591552,-0.178303132,FALSE,FALSE,FALSE
2008/4/28 11:44:49,40.044977,116.304592,18.50729312,0.061377605,FALSE,TRUE,FALSE
2008/4/28 11:44:51,40.045122,116.304475,18.95246229,0.445169166,FALSE,TRUE,FALSE
2008/4/28 11:44:53,40.045268,116.304358,19.04714839,0.094686102,FALSE,TRUE,FALSE
2008/4/28 11:44:55,40.045414,116.304242,19.00276037,-0.044388023,FALSE,FALSE,TRUE
2008/4/28 11:44:57,40.045555,116.304129,18.39513233,-0.607628035,FALSE,FALSE,TRUE
2008/4/28 11:44:59,40.0457,116.304015,18.81945968,0.424327343,FALSE,TRUE,FALSE
2008/4/28 11:45:01,40.045848,116.3039,19.14943223,0.329972553,FALSE,TRUE,FALSE
2008/4/28 11:45:03,40.045995,116.303784,19.09781221,-0.051620022,FALSE,FALSE,TRUE
2008/4/28 11:45:05,40.04614,116.303671,18.77567118,-0.322141031,FALSE,FALSE,TRUE
2008/4/28 11:45:07,40.046285,116.303563,18.56119012,-0.214481057,FALSE,FALSE,TRUE
2008/4/28 11:45:09,40.04643,116.303457,18.47744096,-0.083749159,FALSE,FALSE,TRUE
2008/4/28 11:45:11,40.046575,116.303352,18.43600899,-0.041431975,FALSE,FALSE,TRUE
2008/4/28 11:45:13,40.046715,116.30324,18.25575103,-0.180257959,FALSE,FALSE,TRUE
2008/4/28 11:45:15,40.046856,116.303127,18.39503633,0.139285307,FALSE,TRUE,FALSE
2008/4/28 11:45:17,40.046998,116.303014,18.4899029,0.094866569,FALSE,TRUE,FALSE
2008/4/28 11:45:19,40.047147,116.302899,19.24499305,0.755090142,FALSE,TRUE,FALSE
2008/4/28 11:45:21,40.047286,116.302787,18.16097059,-1.084022451,FALSE,FALSE,TRUE
